"Unique_CommentID","newsgroup","newsgroup_ID","Thread.ID","NG_Relative_CommentID","NG_Relative_ThreadID","Comment.ID","Unique.Comment.ID","Author","Date.and.Time","Full.Text","URL.String","Hour","Date","SentimentScore","Relevancy"
"NG01_TH01352_CM00011","netmed","NG01","NG01_TH01352","TH01352_CM00011","TH01352","CM00011","TH01352_CM00011","Ron Rizzo",1986-03-04 09:55:03,"<followup to Beth Christy & others>
Or the apparent lack of female-to-male sexual transmission of AIDS in 
the US may simply be an effect of the virus' long latency and the
particular American subpopulations (gay males, IV drug users) that
AIDS has first reached.  Not long ago, some medical opinion doubted
that male-to-female sexual transmission of AIDS was possible or
very likely.
If semen is a vector, then the (visible) presence of blood isn't 
required for transmission.  Many sexual encounters cause some physical
trauma to tissue, & perhaps (microscopic) hemmorhaging.  The trans-
mission condition for most STDs is contact of mucose membranes.
I don't think many cultures in the rain forests or rift valleys of
central Africa, the possible origin point of AIDS, practice
cliterodectomy.
I still think that anthropologist Uli Linke's conjecture says more
about the psychology (anthropology?) of nervous Western populations
facing AIDS than it does about the disease itself.
						Regards,
						Ron Rizzo","7dj5LArjI_AJ",9,1986-03-04,-8,3
"NG01_TH01352_CM00012","netmed","NG01","NG01_TH01352","TH01352_CM00012","TH01352","CM00012","TH01352_CM00012","pam pincha",1986-03-12 17:04:58,"I just ran across a letter in Science concering theoriginal
letter by Linke (Science,Jan.17,1986). The refuting letter by
Mike Burton (Dept.Anthro.,Univ.ofCal.,Irvine 92717) is in
Science,Mar.14,1986,vol.231,p.1236. I'm posting the letter
for the information of those interested in the speculations
this message has generated. At this point, those not interested
should use the old ""n"" key.
---------------------------------------------------------------
	AIDS AND FEMALE CIRCUMCISION
""	Uli Linke's letter (17 Jan.,p.203) about AIDS in
Africa suggests that contact with blood during intercourse
may be an indirect consequence of the African practice of
female circumcision. It then describes an extreme and rare form
of female circumscription -- infibulation. Infibulation is
found only in a part of northeastern Africa (1), outside the
region where AIDS has been reported,and is very different in
its social and biological effects from the kind of female
circumcision that is practiced more widely in Africa.
	A secondary problem with the logic of hypothesizing
that AIDS is transmitted by traditional custom is that
in Africa it appears to be primarily an urban disease, as
it is in the United States. Traditional customs, such as
female circumcision, have their origins in the rural sector.
I think it would be more productive to look at data pertaining
to life in African cities and to examine such phenomena
as male labor migration, often described as being disurptive to
marriage and family life.""
References:
(1) Hayes,R.O.,1975,American Enthnology,vol.2,p.617.
----------------------------------------------------------------
My personal feeling is that Burton's recomendation for
study is more viable. Linke's hypothesis is too tenuous
for my way of thinking.
P.M.Pincha-Wagener","5by4M51-k4gJ",17,1986-03-13,3,1
"NG01_TH01157_CM00001","netmed","NG01","NG01_TH01157","TH01157_CM00001","TH01157","CM00001","TH01157_CM00001","steve shiue",1985-12-13 00:50:52,"In a discussion with my roommate last spring, it occurred to me that
one useful line of therapy against AIDS and other retroviruses would be to
develop drugs that SELECTIVELY inhibit reverse trascriptase, the enzyme that
such viruses use to convert their RNA genomes into DNA that can be
incorporated into eukaryotic chromosomes.  As far as I can tell, there is no
eukaryotic counterpart to this virus.  Of course, it immediately occurred to
me that actual scientists must have been researching this already, and I've
heard that at least some of the experimental French drugs being developed and
tested employ this strategy (I know that this wouldn't remove the infection
but only check its spread).  If anyone can tell me what the names of these
drugs are, if they exist, and how effective and selective they are, I would
really appreciate it - I'm too busy reading other research for school to track
this down.
	In addition, my roommate mentioned that mosquitoes might possibly
provide suitable vectors for the spread of the disease - I've heard that this
has been looked into in some towns in Florida with AIDS victims not in the
""high risk"" groups.  Does anyone know anything about this?
			-Steve Shiue
""I don't make monkeys.  I only train them!""
	-P.W. Herman","a0KPRL3yS1IJ",0,1985-12-13,-2,2
"NG01_TH01157_CM00002","netmed","NG01","NG01_TH01157","TH01157_CM00002","TH01157","CM00002","TH01157_CM00002","Steve Dyer",1985-12-13 19:31:02,"This was asked a few months ago on net.bio.  There are a few reverse
transcriptase inhibitors being tested: one of them, suramin, is an old drug
used for trypanosomiasis.  Many of them (including suramin) have rather
toxic side-effects, probably because their ability to inhibit enzymes isn't
limited to viral reverse transcriptase.  Also, most people with AIDS are
already suffering the effects of successful viral attack; I guess you'd
really like to treat with such drugs during the initial infection, which so
far seems asymptomatic.  
-- 
/Steve Dyer
{harvard,seismo}!bbnccv!bbncc5!sdyer
sd...@bbncc5.ARPA","LcMwkBvwqPcJ",19,1985-12-14,-3,1
"NG01_TH01157_CM00003","netmed","NG01","NG01_TH01157","TH01157_CM00003","TH01157","CM00003","TH01157_CM00003","pam pincha",1985-12-17 12:56:47,"In article <8...@h-sc1.UUCP> sh...@h-sc1.UUCP (steve shiue) writes:
>
>	In addition, my roommate mentioned that mosquitoes might possibly
>provide suitable vectors for the spread of the disease - I've heard that this
>has been looked into in some towns in Florida with AIDS victims not in the
>""high risk"" groups.  Does anyone know anything about this?
	Quote from Laurence,Jeffrey, 1985, The Immune system in AIDS,
		Scientific American,Dec.,vol.253,no.6,p.84-93.
	""The groups at highest risk for infection have become 
	increasingly well defined; they include homosexual and
	bisexual men, abusers of injected drugs, the sexual
	partners of people in AIDS risk groups, and children born
	of mothers at risk. Recipients of blood transfusions and blood
	products have also contracted AIDS, but screening of
	donated blood for evidence of infection has drastically
	reduced their risk. The fact that the disease shows
	*NO SIGN* of spreading beyond those groups, except to
	predictable targets such as women who are artificially
	inseminated from infected donors, indicates that the
	virus is ONLY transmitted through the blood or through
	sexual intercourse. *ALL EPIDEMIOLOGIC EVIDENCE INDICATES
	THAT FOOD, WATER, INSECTS AND CASUAL CONTACT DO NO SPREAD
	AIDS.""
	This is a good article on how this virus affects the immune
	system in great detail. The one thing of note that has
	come out of the studies is that it ""appears that the total
	collapse of the immune defenses in AIDS victims stems
	largely from a single defect : a reduction in the number
	and a change in the function of the T4 lymphocytes, one
	of the many distinct kinds of cells that make upthe immune
	system."" Some how it seem incrediable how the bodies defenses
	can collapse from the failure of just one element.
	P.M.Pincha-Wagener
 
s","WhLLzczgfq4J",12,1985-12-17,-7,3
"NG01_TH01157_CM00004","netmed","NG01","NG01_TH01157","TH01157_CM00004","TH01157","CM00004","TH01157_CM00004","wer...@aecom.uucp",1985-12-18 12:50:59,"> 
> 	In a discussion with my roommate last spring, it occurred to me that
> one useful line of therapy against AIDS and other retroviruses would be to
> develop drugs that SELECTIVELY inhibit reverse trascriptase, the enzyme that
	5 out of the 6 drugs approved for clinical trials are as you describe.
An old posting of mine listed them and their stages of trial.
	There are a few problems:
	1. Selectivity is a relative term -- these drugs are incredibly 
toxic.
	2. Once the virus has become resident in the cells of the immune
system, ReverseT becomes dispensable.
	3. There is so far little demonstration that stopping the spread of
the virus actually improves the clinical disease.  Consider the trial in
France with Cyclosporin -- the virus disappeared in the two weeks prior to
the Press conference AND all three patients died in the week following.
-- 
				Craig Werner
				!philabs!aecom!werner
                 ""Never go to a doctor whose office plants have died.""","DRLby8Do0X8J",12,1985-12-18,-6,3
"NG01_TH01157_CM00005","netmed","NG01","NG01_TH01157","TH01157_CM00005","TH01157","CM00005","TH01157_CM00005","James R. Carbin",1985-12-20 21:06:19,"
While this reply posting is quite informative, part of what is stated
can either be disputed or criticized as misleading.
From the document, ""Acquired Immune Deficiency Syndrome, 100 Questions
and Answers,""  published by the Department of Health, New York State,
Dr. David Axelrod, M.D. Commissioner, dated October 24,1985, the following
excerpts are extracted without permission.
""Who is at risk for AIDS?
During the five years in which AIDS has been recognized and studied,
approximately 95 percent of AIDS cases nationally have occurred among the
following groups of people:
73% - sexually active homosexuals and bisexual men *WITH MULTIPLE PARTNERS*
      (emphasis are mine - A nurse with the State Department of Health involved
       in the testing for the HTLV-III virus anti-bodies stated, 'We now feel
       that we have done a disservice to many homosexuals by automatically
       placing them in the high-risk category.  The high-risk category should
       have included some consideration of the sexual practices of the
       individual not just the fact that they are homosexual.')
From a separate document included with the first named publication,
(and again reproduced without permission),
                   GUIDELINES FOR PREVENTION OF HTLV-III
                            TRANSMISSION/TRANSFER
Reducing risk of transmission through altering certain sex practices.....
UNSAFE
     These activities involve tissue trauma and/or exchange of body fluids
which may transfer the HTLV-III virus or other microbes.  These practices
carry high risk:
     - Fellatio
          The swallowing of semen, which can contain the HTLV-III virus,
       is considered a high risk.
     - Vaginal intercourse  (as stated in the original posting)
     - Analingus (Oral contact with the rectum)
     - ""Fisting""
     - Anal Intercourse (whether homosexual or heterosexual)
       (Included in the ""100 Questions and Answers,"" 'Some cases of AIDS
       have been transmitted from an infected male to a female, and it is
       not known to what extent anal intercourse was involved.')
I would like to add that the State of New York has a multi-faceted program to
not only identify individuals who have been exposed to the virus (with
total and complete anonymity assured), but to reduce the incidence and
spread of the disease.  There is a State Health Department Hotline
(1-800-462-1884
), which provides up-to-date information about AIDS.
Eight regional HTLV-III antibody test sites have been established by the
N.Y.S. Health Department to provide testing and counseling for persons
who wish to know if they have been exposed to the virus.  Testing is free
of charge at these sites, and strict confidentiality is maintained through
the use of a code system.  Persons seeking the the HTLV-III antibody test
need not give a name, address, or any other potentially identifying information.
N.Y.S. is spending $1.6 million annually to fund regional task forces and other
community service organizations that provide educational and outreach services
associated with AIDS.  In addition, N.Y.S. presently allocates annually more 
funding for AIDS research than for any other specific disease except cancer.
jr        {allegra,seismo}!rochester!ritcv!jrc","9e9ZcPNxZX4J",21,1985-12-21,-13,5
"NG01_TH01157_CM00006","netmed","NG01","NG01_TH01157","TH01157_CM00006","TH01157","CM00006","TH01157_CM00006","Mark Garrett",1985-12-23 10:13:54,"++
> Consider the trial in
> France with Cyclosporin -- the virus disappeared in the two weeks prior to
> the Press conference AND all three patients died in the week following.
> 				Craig Werner
I may be getting this confused, but was the Cyclosporin trial the one a
couple months ago that was controversial because the drug is usually given
to reduce the power of the immune system (when it is attacking the body
itself for some reason)?  There was a lot of press over the ethics of calling
a press conference to get fast attention instead of the usual route of 
journal publication.  If I am confusing this with another drug, then what was
the result of that?
-Mark","Cxf68PSESZQJ",10,1985-12-23,-10,2
"NG01_TH01157_CM00007","netmed","NG01","NG01_TH01157","TH01157_CM00007","TH01157","CM00007","TH01157_CM00007","Kenneth B. Bass",1985-12-23 14:43:54,"I have heard, from an M.D., that a new drug has been discovered [in the US]
that inhibits the reproduction of the HTLV III virus >> with very
minor sideaffects << (ie., non-toxic unlike the French drug).  It was
announced at a conference of 3000 physicians (but apparently not to the
public - this was not long after the French doctors announced their cure).
This drug does not actually kill the virus, only keeps the virus's
DNA from reproducing. Therefore, it must be taken continuously.  Also,
it cannot fix any damages already caused by the virus.  The drug will
go into testing as soon as enough of it can be produced - probably around
the middle of Jan. '86.
This is about all I have heard of it. Anyone have any more information
about this?
				""Tell me why""
				ken bass
				linus!faron!kbb","INPgvWXXltQJ",14,1985-12-23,-9,2
"NG01_TH01115_CM00001","netmed","NG01","NG01_TH01115","TH01115_CM00001","TH01115","CM00001","TH01115_CM00001","Will Doherty",1985-11-20 13:40:20,"This is a response to the following question (I don't know which
digest it came from, so I'm posting to all original recipients for
this important clarification):
	From: Jamie Andrews <ihnp4!alberta!ubc-vision!ubc-cs!andrews>
	Message-Id: <851119190...@ubc-cs.UUCP>
	Will,  further to your AIDS article,
	Considering the amount of semen that ""leaks out"" before climax, is it
	really true to say that fellatio without taking ejaculate is
	possibly safe?  I trust your information, but I'd like to know why
	this point doesn't matter. Also, what is your information on
	cunnilingus?  I don't think you mentioned it in your article.
	     Thanks for a reasoned posting.
The ""semen that `leaks out' before climax"" is an emission from
the Cowper's gland.  Noone really knows right now if this emission
can transmit HTLVIII virus, so it is best to avoid exposing any
mucuous membranes to it.
In other words, if you engage in the POSSIBLY SAFE activity of
fellatio (cock-sucking), you decrease risk by avoiding any
emissions from the penis, including ""pre-cum.""  Lick *around* the
""head"" of the penis, down its length, and down by the balls (scrotum),
rather than putting it all in your mouth.  To further decrease risk,
gargle with a lubricant that contains nonoxynol-9 (try a few to see
which tastes best), or use a diluted hydrogen peroxide solution (say
1 part of 3% hydrogen peroxide : 3-5 parts water -- but don't let it
sit around for more than a few hours).  Most detergents kill the HTLVIII
virus, especially in combination with hot water.
Even safer, of course, is to develop a liking for condoms, and licking
the condom, rather than the penis directly.
As far as cunnilingus, that appeared in the original information
as another POSSIBLY SAFE activity (oral-vaginal sex with spermicide,
i.e. nonoxynol-9 or equivalent).
				Thanx for a good question,
					Will Doherty
					sun!oscar!wild","HeV0bx-d0wEJ",13,1985-11-20,12,4
"NG01_TH01115_CM00002","netmed","NG01","NG01_TH01115","TH01115_CM00002","TH01115","CM00002","TH01115_CM00002","Steve Dyer",1985-11-22 01:42:07,"I think the advise to rely on agents containing nonoxynol-9 or, of all
things, peroxide, is simply illadvised, bad folk-medicine, something we
certainly don't need right now when it comes to AIDS.  There are lots of
agents which inactivate viruses in vitro, but which turn out to be ineffective
or deleterious when used in vivo.  I am repeating myself here (I addressed this
several months ago) but Will's recommendations require this:
There is no evidence that nonoxynol-9 spermicides or lubricants have any
effect on the spread of HTLV-3 infection.  Ditto for peroxide.  Nonoxynol-9
is a detergent, and for all we know, it might facilitate its spread through
some strange surface-active effect on mucous membranes.  Peroxide is
immediately broken down by catalase, ubiquitous in the body, and it's a
weak antiseptic agent by any standards.  The point is, we just don't know
the effects of these (or any other) agents as prophylactic measures against
infection, and it is downright irresponsible to give the impression that
there is anything but uneducated guessing behind it.  Better to not be
exposed at all, by the use of condoms, TRUE safe-sex practices where there
is no chance of exchanging fluids, or abstinence.
-- 
/Steve Dyer
{harvard,seismo}!bbnccv!bbncc5!sdyer
sd...@bbncc5.ARPA","wyY9gjPoleUJ",1,1985-11-22,-5,4
"NG01_TH01115_CM00004","netmed","NG01","NG01_TH01115","TH01115_CM00004","TH01115","CM00004","TH01115_CM00004","Randys Account",1985-11-27 22:23:26,"> RE: going celibate and/or wearing condoms 
> 
> I quit smokin but I'll be damned if I'll quit exchangin fluids!
> 
> Marnix
And quite possibly dead (from AIDS) also.......","8YG2haHS5LYJ",22,1985-11-28,-7,1
"NG01_TH01115_CM00005","netmed","NG01","NG01_TH01115","TH01115_CM00005","TH01115","CM00005","TH01115_CM00005","Marnix van Ammers",1985-12-03 01:38:48,"
The chances of my deading (from AIDS) are slim.","dUpRktvJsCEJ",1,1985-12-03,2,1
"NG01_TH01115_CM00006","netmed","NG01","NG01_TH01115","TH01115_CM00006","TH01115","CM00006","TH01115_CM00006","Lawrence J. &",1985-12-03 16:41:27,">>> RE: going celibate and/or wearing condoms 
>>> 
>>> I quit smokin but I'll be damned if I'll quit exchangin fluids!
>>> 
>>> Marnix
>>
>>And quite possibly dead (from AIDS) also.......
>
>The chances of my deading (from AIDS) are slim.
Only if you practice celibacy or have a single partner who only lusts
after you.  It turns out that we are just getting started with AIDS.
It has been a problem a little longer in Africa - there, heterosexuals have
the same relative disease rate as homosexuals. 
  ...Larry","0btFeUA26t4J",16,1985-12-04,-8,2
"NG01_TH01103_CM00001","netmed","NG01","NG01_TH01103","TH01103_CM00001","TH01103","CM00001","TH01103_CM00001","Will Doherty",1985-11-15 14:45:35,"Let people know about how AIDS works.  It may save
their lives and yours.  Talk about this openly; it's a
matter of life and death.  If you love someone, you owe
them honest communication about AIDS, even if you're not
having sex with them.
Especially bad is the thought that gay men are the most
likely ""risk group"" to get AIDS.  That simply isn't true.
It's rapidly becoming clear that the main risk group is
people who share needles and people who engage in sexual
practices that exchange bodily fluids, usually through
mucous membrance contact.  The more peoples' membranes
you contact, the more likely you are to get it.
In Africa, AIDS is a heterosexual disease.  In Europe,
AIDS is about half hetero, half gay male.
Here is an overview of the guidelines to reduce risk of AIDS
for ***everyone***, male or female, gay or straight:
AIDS RISK REDUCTION GUIDELINES
[Source: Institute for the Advanced Study of Human Sexuality,
	 San Francisco, CA, 
415-928-1133
	 Call them for a copy of their report
		""Condom Use, AIDS Prevention, and Increased
			Sexual Enjoyment""
	 If you live in the San Francisco area, call for
		a reservation to one of their workshops on
		""Eroticizing Safe Sex"" (Excellent!)
 Another good source is the SF AIDS Foundation Hotline,
	 800-FOR-AIDS]
Safe or very low risk:
* Social (dry) kissing
* Hugging
* Body massage
* Non-genital petting
* Mutual Masturbation (penile, vaginal, clitoral)
* Exhibitionism and Voyeurism (consensual)
* S & M (without bruising or bleeding)
* Using personal sex toys (don't share without sterilizing them)
Possibly safe:
* French (wet) kissing)
* Fellatio without taking ejaculate (cock sucking -- no load)
* Anal intercourse with condom (and spermicide)
* Vaginal intercourse with condom (and spermicide)
* Oral-vaginal sex (with spermicide)
* Urine contact (""golden showers""  -- unbroken skin only)
Unsafe:
Anal or vaginal intercourse without a condom
Swallowing semen or taking it vaginally
Oral-anal contact (rimming)
Manual-anal contact (ass play)
Use spermicides that contain nonoxynol-9 (look on the label).
It kills the virus in quite low concentrations.
If you're having trouble getting used to condoms, try playing
with them when you masturbate.  Then, when you get together
with a partner, you'll be more used to how they feel and work.
With care, sex can be as fun as ever!
				Will Doherty
				sun!oscar!wild","H8I3hPhrQ98J",14,1985-11-15,4,3
"NG01_TH01103_CM00002","netmed","NG01","NG01_TH01103","TH01103_CM00002","TH01103","CM00002","TH01103_CM00002","Cheryl Stewart",1985-11-19 11:24:43,"In article <30...@sun.uucp> wi...@sun.uucp (Will Doherty) writes:
>Let people know about how AIDS works.  
>
> [many detailed descriptions of sex acts]
This does not belong in net.women any more than it belongs in
net.music or net.rec.birds.  Sure, women have sex, but so do
people who birdwatch or listen to music.  Just because the 
classification of women as a group is based on sexual anatomy
does not make this a forum for discussion of sexual practices,
or diseases incurred thereby.  
This newsgroup is intended for discussion of the economic, legal,
social and political issues that affect women as individuals and
as a group.  So keep your bloody cross-postings to yourself.","zDa0XgznxXQJ",11,1985-11-19,-3,2
"NG01_TH01103_CM00003","netmed","NG01","NG01_TH01103","TH01103_CM00003","TH01103","CM00003","TH01103_CM00003","Jeff Winslow",1985-11-20 10:26:49,"
But medical issues are right out, huh? AIDS *is* a social and medical
issue that affect women as individuals and as a group. If it doesn't
affect you, good. But that's hardly a reason to flame. Quite the contrary.
Along the lines of recent theorizing by Matt Crawford, I will now ask
if perhaps the reason you objected to this article was that you
feel threatened by detailed descriptions of sex acts? 
						Jeff Winslow","80ok0XJjXIoJ",10,1985-11-20,1,2
